subject,num_receivers,email_length,email_domain,sent_time,is_forwarded,label
Re: General Issues,1,4,enron.com,"Tue, 20 Feb 2001 23:04:00 -0800 (PST)",0,1.0
Re:,1,2,enron.com,"Tue, 20 Feb 2001 23:02:00 -0800 (PST)",0,1.0
,1,54,enron.com,"Tue, 20 Feb 2001 04:20:00 -0800 (PST)",0,1.0
,1,53,enron.com,"Tue, 20 Feb 2001 04:08:00 -0800 (PST)",0,1.0
Re: General Issues,1,111,enron.com,"Tue, 20 Feb 2001 01:38:00 -0800 (PST)",0,1.0
Re: DRAW2.xls,1,10,enron.com,"Tue, 20 Feb 2001 01:09:00 -0800 (PST)",0,1.0
,3,27,enron.com,"Tue, 20 Feb 2001 00:46:00 -0800 (PST)",0,1.0
DRAW2.xls,1,32,enron.com,"Sun, 18 Feb 2001 11:52:00 -0800 (PST)",0,1.0
RE:,1,146,enron.com,"Sun, 18 Feb 2001 11:50:00 -0800 (PST)",0,1.0
Re: MAI Appraisal,1,7,enron.com,"Sat, 17 Feb 2001 06:18:00 -0800 (PST)",0,1.0
SM134,1,33,austin.rr.com,"Thu, 30 Nov 2000 01:55:00 -0800 (PST)",0,1.0
,1,16,enron.com,"Fri, 16 Feb 2001 02:15:00 -0800 (PST)",0,1.0
RE:,1,21,enron.com,"Fri, 16 Feb 2001 01:48:00 -0800 (PST)",0,1.0
RE:,1,96,enron.com,"Fri, 16 Feb 2001 00:52:00 -0800 (PST)",0,1.0
,1,23,enron.com,"Thu, 15 Feb 2001 07:58:00 -0800 (PST)",0,1.0
,1,43,enron.com,"Thu, 15 Feb 2001 07:13:00 -0800 (PST)",0,1.0
,1,12,enron.com,"Thu, 15 Feb 2001 05:33:00 -0800 (PST)",0,1.0
,1,37,enron.com,"Thu, 15 Feb 2001 05:30:00 -0800 (PST)",0,1.0
Re:,1,2,enron.com,"Wed, 14 Feb 2001 03:04:00 -0800 (PST)",0,0.0
CERA Analysis - California,2,164,enron.com,"Wed, 14 Feb 2001 00:24:00 -0800 (PST)",0,1.0
Re: Great Web Site,1,2,enron.com,"Tue, 13 Feb 2001 05:45:00 -0800 (PST)",0,1.0
,1,41,enron.com,"Wed, 29 Nov 2000 08:22:00 -0800 (PST)",0,1.0
Re: EXTRINSIC VALUE WORKSHEET,1,47,enron.com,"Tue, 13 Feb 2001 05:44:00 -0800 (PST)",0,1.0
Re: AEC Volumes at OPAL,1,12,enron.com,"Mon, 12 Feb 2001 04:18:00 -0800 (PST)",0,1.0
Re: AEC Volumes at OPAL,1,12,enron.com,"Mon, 12 Feb 2001 04:15:00 -0800 (PST)",0,1.0
AEC Volumes at OPAL,1,84,enron.com,"Mon, 12 Feb 2001 03:57:00 -0800 (PST)",0,1.0
California Gas Demand Growth,1,115,enron.com,"Mon, 12 Feb 2001 03:09:00 -0800 (PST)",0,1.0
,1,81,enron.com,"Fri, 9 Feb 2001 06:05:00 -0800 (PST)",0,1.0
the stage,1,53,enron.com,"Fri, 9 Feb 2001 01:27:00 -0800 (PST)",0,1.0
,1,91,enron.com,"Thu, 8 Feb 2001 23:21:00 -0800 (PST)",0,1.0
Re: stage coach,1,24,enron.com,"Wed, 7 Feb 2001 06:54:00 -0800 (PST)",0,1.0
,1,95,enron.com,"Wed, 7 Feb 2001 01:58:00 -0800 (PST)",0,1.0
Enron's December physical fixed price deals as of 11/28/00,1,35,enron.com,"Wed, 29 Nov 2000 02:02:00 -0800 (PST)",0,1.0
Governor Reports Results of 1st RFP -- ONLY 500 MW!!!!,2,252,enron.com,"Tue, 6 Feb 2001 23:15:00 -0800 (PST)",0,1.0
Smeltering,1,51,enron.com,"Tue, 6 Feb 2001 06:12:00 -0800 (PST)",0,1.0
Re: Listing of Desk Directors,1,9,enron.com,"Tue, 6 Feb 2001 05:27:00 -0800 (PST)",0,1.0
,1,52,enron.com,"Tue, 6 Feb 2001 01:52:00 -0800 (PST)",0,1.0
,1,104,enron.com,"Tue, 6 Feb 2001 01:01:00 -0800 (PST)",0,1.0
Re: Pipe Options Book Admin Role,1,17,enron.com,"Mon, 5 Feb 2001 09:23:00 -0800 (PST)",0,1.0
re: book admin for Pipe/Gas daily option book,1,179,enron.com,"Mon, 5 Feb 2001 00:45:00 -0800 (PST)",0,1.0
,1,173,enron.com,"Fri, 2 Feb 2001 08:44:00 -0800 (PST)",0,1.0
,1,162,enron.com,"Fri, 2 Feb 2001 08:40:00 -0800 (PST)",0,1.0
final business points,1,12,enron.com,"Fri, 2 Feb 2001 07:46:00 -0800 (PST)",0,1.0
rent roll,1,20,enron.com,"Tue, 28 Nov 2000 09:48:00 -0800 (PST)",0,1.0
re: book admin for Pipe/Gas daily option book,1,87,enron.com,"Fri, 2 Feb 2001 07:00:00 -0800 (PST)",0,1.0
,2,12,enron.com,"Fri, 2 Feb 2001 06:59:00 -0800 (PST)",0,1.0
RE: Phillip Allen Response on Partnership Issues,1,27,enron.com,"Fri, 2 Feb 2001 06:54:00 -0800 (PST)",0,1.0
,1,162,enron.com,"Fri, 2 Feb 2001 05:25:00 -0800 (PST)",0,0.0
Re: web site,1,9,enron.com,"Thu, 1 Feb 2001 04:03:00 -0800 (PST)",0,1.0
Re: web site,1,6,enron.com,"Thu, 1 Feb 2001 03:07:00 -0800 (PST)",0,1.0
,1,16,enron.com,"Wed, 31 Jan 2001 08:51:00 -0800 (PST)",0,1.0
Re: The Stage,1,147,enron.com,"Wed, 31 Jan 2001 08:20:00 -0800 (PST)",0,1.0
"Highlights of Executive Summary by KPMG -- CPUC Audit Report on
 Edison",2,673,enron.com,"Tue, 30 Jan 2001 23:14:00 -0800 (PST)",0,1.0
,1,18,enron.com,"Mon, 31 Dec 1979 16:00:00 -0800 (PST)",0,1.0
Re: Nortel box,1,0,enron.com,"Tue, 21 Nov 2000 03:23:00 -0800 (PST)",0,1.0
,1,12,enron.com,"Tue, 30 Jan 2001 03:45:00 -0800 (PST)",0,1.0
CPUC posts audit reports,1,449,enron.com,"Tue, 30 Jan 2001 03:17:00 -0800 (PST)",0,1.0
Re: Bishops Corner Partnership,1,8,enron.com,"Mon, 29 Jan 2001 23:00:00 -0800 (PST)",0,1.0
RE:Stock Options,1,73,enron.com,"Mon, 29 Jan 2001 07:26:00 -0800 (PST)",0,1.0
Re: 32 acres,1,85,enron.com,"Mon, 29 Jan 2001 07:19:00 -0800 (PST)",0,0.0
Re: SM134,1,119,enron.com,"Mon, 29 Jan 2001 04:15:00 -0800 (PST)",0,1.0
RE: Loan for San Marcos,1,31,enron.com,"Fri, 26 Jan 2001 07:15:00 -0800 (PST)",0,1.0
Re: NGI access to eol,1,6,enron.com,"Fri, 26 Jan 2001 01:57:00 -0800 (PST)",0,1.0
NGI access to eol,1,50,enron.com,"Fri, 26 Jan 2001 01:55:00 -0800 (PST)",0,1.0
Status of QF negotiations on QFs & Legislative Update,2,251,enron.com,"Fri, 26 Jan 2001 01:41:00 -0800 (PST)",0,1.0
Re: SM134 Proforma.xls,1,34,enron.com,"Fri, 17 Nov 2000 06:58:00 -0800 (PST)",0,1.0
Analyst Interviews Needed - 2/15/01,1,180,enron.com,"Thu, 25 Jan 2001 04:49:00 -0800 (PST)",0,1.0
Re: Resume,1,26,enron.com,"Thu, 25 Jan 2001 04:45:00 -0800 (PST)",0,1.0
Kidventure Camp,1,22,enron.com,"Thu, 25 Jan 2001 04:39:00 -0800 (PST)",0,1.0
,1,54,enron.com,"Thu, 25 Jan 2001 02:11:00 -0800 (PST)",0,1.0
Re: Draft of Opposition to ORA/TURN petition,1,93,enron.com,"Thu, 25 Jan 2001 00:17:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Wed, 24 Jan 2001 23:40:00 -0800 (PST)",0,1.0
,3,78,enron.com,"Wed, 24 Jan 2001 09:23:00 -0800 (PST)",0,1.0
Re: Response to PGE request for gas,1,96,enron.com,"Mon, 22 Jan 2001 06:06:00 -0800 (PST)",0,1.0
,1,812,enron.com,"Mon, 22 Jan 2001 01:24:00 -0800 (PST)",0,1.0
Re: Please respond,1,2,enron.com,"Mon, 22 Jan 2001 00:38:00 -0800 (PST)",0,1.0
Re: West Gas Trading 2001 Plan,1,6,enron.com,"Fri, 17 Nov 2000 04:04:00 -0800 (PST)",0,1.0
Re: Please respond,1,2,enron.com,"Mon, 22 Jan 2001 00:34:00 -0800 (PST)",0,1.0
,1,54,enron.com,"Thu, 18 Jan 2001 02:12:00 -0800 (PST)",0,1.0
,1,17,enron.com,"Thu, 18 Jan 2001 02:08:00 -0800 (PST)",0,1.0
,1,34,enron.com,"Wed, 17 Jan 2001 07:35:00 -0800 (PST)",0,1.0
California Action Update 1-14-00,2,234,enron.com,"Mon, 15 Jan 2001 23:25:00 -0800 (PST)",0,1.0
California - Jan 13 meeting,1,117,enron.com,"Mon, 15 Jan 2001 23:18:00 -0800 (PST)",0,1.0
Re:,1,13,enron.com,"Sat, 13 Jan 2001 11:26:00 -0800 (PST)",0,1.0
Re: Analyst Rotating,1,7,enron.com,"Fri, 12 Jan 2001 05:46:00 -0800 (PST)",0,1.0
Analyst Rotating,1,27,enron.com,"Fri, 12 Jan 2001 05:45:00 -0800 (PST)",0,1.0
Preliminary 2001 Northwest Hydro Outlook,1,29,enron.com,"Fri, 12 Jan 2001 05:34:00 -0800 (PST)",0,1.0
SM134 Proforma.xls,1,107,enron.com,"Fri, 17 Nov 2000 00:27:00 -0800 (PST)",0,1.0
,1,21,enron.com,"Fri, 12 Jan 2001 05:18:00 -0800 (PST)",0,1.0
updated lease information,1,19,enron.com,"Thu, 11 Jan 2001 06:18:00 -0800 (PST)",0,1.0
Re: Wiring instructions,1,8,enron.com,"Thu, 11 Jan 2001 05:49:00 -0800 (PST)",0,1.0
Re: Analyst PRC,1,4,enron.com,"Wed, 10 Jan 2001 22:57:00 -0800 (PST)",0,1.0
Re: SM134,1,111,enron.com,"Tue, 9 Jan 2001 09:51:00 -0800 (PST)",0,1.0
,3,54,enron.com,"Tue, 9 Jan 2001 03:06:00 -0800 (PST)",0,1.0
,1,14,enron.com,"Mon, 8 Jan 2001 23:36:00 -0800 (PST)",0,1.0
Re: Needs Assessment Form,1,11,enron.com,"Fri, 5 Jan 2001 03:43:00 -0800 (PST)",0,1.0
,1,34,enron.com,"Thu, 4 Jan 2001 23:26:00 -0800 (PST)",0,1.0
Report on News Conference,3,49,newsdata.com,"Wed, 13 Dec 2000 07:57:00 -0800 (PST)",0,1.0
Re: West Gas 2001 Plan,1,113,enron.com,"Thu, 16 Nov 2000 06:51:00 -0800 (PST)",0,1.0
,1,83,enron.com,"Thu, 4 Jan 2001 06:41:00 -0800 (PST)",0,1.0
Re: Untitled.exe Untitled.exe [22/23],1,6,enron.com,"Thu, 4 Jan 2001 04:10:00 -0800 (PST)",0,1.0
Re: SM134 Balcones Bank Loan,1,6,enron.com,"Thu, 4 Jan 2001 04:01:00 -0800 (PST)",0,1.0
"New Generation, Nov 30th",1,71,enron.com,"Tue, 2 Jan 2001 01:36:00 -0800 (PST)",0,1.0
"Meeting with Governor Davis, need for additional
 comments/suggestions",4,465,enron.com,"Fri, 29 Dec 2000 02:14:00 -0800 (PST)",0,1.0
,1,64,enron.com,"Thu, 28 Dec 2000 05:19:00 -0800 (PST)",0,1.0
,1,43,enron.com,"Thu, 28 Dec 2000 04:18:00 -0800 (PST)",0,1.0
,2,75,enron.com,"Wed, 27 Dec 2000 08:27:00 -0800 (PST)",0,1.0
,1,92,enron.com,"Wed, 27 Dec 2000 08:00:00 -0800 (PST)",0,1.0
,1,73,enron.com,"Wed, 27 Dec 2000 04:43:00 -0800 (PST)",0,1.0
Re: West Gas 2001 Plan,1,113,enron.com,"Thu, 16 Nov 2000 06:50:00 -0800 (PST)",0,1.0
,1,127,enron.com,"Fri, 22 Dec 2000 07:06:00 -0800 (PST)",0,1.0
Re: Global Ids,1,8,enron.com,"Fri, 22 Dec 2000 01:54:00 -0800 (PST)",0,1.0
,1,49,enron.com,"Fri, 22 Dec 2000 01:21:00 -0800 (PST)",0,1.0
Re: Global Ids,5,16,enron.com,"Wed, 20 Dec 2000 07:57:00 -0800 (PST)",0,1.0
RE: access,1,24,enron.com,"Wed, 20 Dec 2000 07:51:00 -0800 (PST)",0,0.0
RE: access,1,2,enron.com,"Tue, 19 Dec 2000 23:20:00 -0800 (PST)",0,1.0
"Re: Your Approval is Overdue: Access Request for
 barry.tycholiz@enron.com",1,58,enron.com,"Mon, 18 Dec 2000 12:22:00 -0800 (PST)",0,1.0
Re: SM134 Proforma.xls,2,30,enron.com,"Mon, 18 Dec 2000 07:43:00 -0800 (PST)",0,1.0
,1,16,enron.com,"Mon, 18 Dec 2000 06:08:00 -0800 (PST)",0,1.0
,1,12,enron.com,"Mon, 18 Dec 2000 05:31:00 -0800 (PST)",0,1.0
Re: San Marcos Study,1,12,enron.com,"Wed, 15 Nov 2000 08:10:00 -0800 (PST)",0,1.0
Re:,1,6,enron.com,"Mon, 18 Dec 2000 05:26:00 -0800 (PST)",0,1.0
Re: Call saturday,1,12,enron.com,"Fri, 15 Dec 2000 07:38:00 -0800 (PST)",0,1.0
,1,54,enron.com,"Thu, 14 Dec 2000 06:33:00 -0800 (PST)",0,1.0
,1,25,enron.com,"Thu, 14 Dec 2000 06:15:00 -0800 (PST)",0,1.0
Re:,1,119,enron.com,"Thu, 14 Dec 2000 03:15:00 -0800 (PST)",0,1.0
Re:,1,5,enron.com,"Thu, 14 Dec 2000 02:11:00 -0800 (PST)",0,1.0
Final FIled Version,2,70,enron.com,"Thu, 14 Dec 2000 02:08:00 -0800 (PST)",0,1.0
Investors Alliance MF Survey for San Marcos,1,4,austin.rr.com,"Wed, 15 Nov 2000 06:26:00 -0800 (PST)",0,1.0
,1,118,enron.com,"Tue, 14 Nov 2000 09:08:00 -0800 (PST)",0,1.0
New Employee on 32,1,46,enron.com,"Tue, 14 Nov 2000 06:33:00 -0800 (PST)",0,1.0
Re: Resumes,1,6,enron.com,"Mon, 13 Nov 2000 05:26:00 -0800 (PST)",0,1.0
Re: West Gas 2001 Plan,1,101,enron.com,"Mon, 13 Nov 2000 05:25:00 -0800 (PST)",0,1.0
ALLEN DURANGO HOTEL ------- 48 HR CANCEL,1,101,enron.com,"Fri, 3 Nov 2000 07:43:00 -0800 (PST)",0,1.0
New Generation as of Oct 24th,3,138,enron.com,"Fri, 3 Nov 2000 05:57:00 -0800 (PST)",0,1.0
Final FIled Version,12,29,enron.com,"Wed, 13 Dec 2000 08:39:00 -0800 (PST)",0,1.0
,1,23,enron.com,"Thu, 2 Nov 2000 08:12:00 -0800 (PST)",0,1.0
Re: Resumes,1,10,enron.com,"Thu, 2 Nov 2000 05:26:00 -0800 (PST)",0,1.0
Resumes,1,30,enron.com,"Thu, 2 Nov 2000 02:36:00 -0800 (PST)",0,1.0
Re: Inquiry....,1,2,enron.com,"Wed, 1 Nov 2000 08:05:00 -0800 (PST)",0,1.0
Re: Inquiry....,1,2,enron.com,"Wed, 1 Nov 2000 07:17:00 -0800 (PST)",0,1.0
Generation,1,13,enron.com,"Wed, 1 Nov 2000 03:34:00 -0800 (PST)",0,1.0
"Re: Carlsbad/El Paso: Aug 23 Update: Press Conference scheduled on
 Thursday",1,5,enron.com,"Mon, 31 Dec 1979 16:00:00 -0800 (PST)",0,1.0
Re: You Game?,1,1,enron.com,"Wed, 23 Aug 2000 08:22:00 -0700 (PDT)",0,0.0
Re: Approval for Plasma Screens,1,9,enron.com,"Tue, 31 Oct 2000 07:02:00 -0800 (PST)",0,1.0
,3,89,enron.com,"Tue, 31 Oct 2000 07:00:00 -0800 (PST)",0,1.0
Re: Pick your Poison?,1,1,enron.com,"Wed, 9 Aug 2000 06:36:00 -0700 (PDT)",0,0.0
Re: Astral downtime request,1,9,enron.com,"Tue, 31 Oct 2000 04:44:00 -0800 (PST)",0,1.0
Re: Approval for Plasma Screens,1,15,enron.com,"Tue, 31 Oct 2000 04:27:00 -0800 (PST)",0,1.0
New Notice from Transwestern Pipeline Co.,5,38,enron.com,"Wed, 13 Dec 2000 08:34:00 -0800 (PST)",0,1.0
November fixed-price deals,1,36,enron.com,"Tue, 31 Oct 2000 04:12:00 -0800 (PST)",0,1.0
ERMS / RMS Databases,1,50,enron.com,"Mon, 30 Oct 2000 01:14:00 -0800 (PST)",0,1.0
,3,64,enron.com,"Fri, 27 Oct 2000 03:59:00 -0700 (PDT)",0,1.0
,3,50,enron.com,"Fri, 27 Oct 2000 03:30:00 -0700 (PDT)",0,1.0
,1,16,enron.com,"Mon, 23 Oct 2000 06:13:00 -0700 (PDT)",0,1.0
Re: Hello,1,3,enron.com,"Thu, 31 Aug 2000 05:07:00 -0700 (PDT)",0,1.0
Re: password,1,16,enron.com,"Fri, 27 Oct 2000 00:17:00 -0700 (PDT)",0,1.0
Re: Hello,1,6,enron.com,"Thu, 31 Aug 2000 04:17:00 -0700 (PDT)",0,1.0
,2,24,enron.com,"Tue, 22 Aug 2000 07:44:00 -0700 (PDT)",0,1.0
Re: PRC review - phone calls,1,2,enron.com,"Fri, 14 Jul 2000 06:59:00 -0700 (PDT)",0,1.0
,1,120,enron.com,"Wed, 25 Oct 2000 10:31:00 -0700 (PDT)",0,1.0
,5,69,enron.com,"Wed, 25 Oct 2000 09:08:00 -0700 (PDT)",0,1.0
Re:,1,9,enron.com,"Tue, 24 Oct 2000 09:49:00 -0700 (PDT)",0,1.0
,1,20,enron.com,"Tue, 24 Oct 2000 07:50:00 -0700 (PDT)",0,1.0
Investment Structure,1,745,enron.com,"Tue, 24 Oct 2000 06:29:00 -0700 (PDT)",0,1.0
Final Filed Version -- SDG&E Comments,11,31,enron.com,"Wed, 13 Dec 2000 08:22:00 -0800 (PST)",0,1.0
,3,70,enron.com,"Tue, 24 Oct 2000 05:52:00 -0700 (PDT)",0,1.0
Re: Enron,1,5,enron.com,"Tue, 24 Oct 2000 05:16:00 -0700 (PDT)",0,1.0
Enron,1,29,enron.com,"Mon, 23 Oct 2000 08:55:00 -0700 (PDT)",0,1.0
,1,23,enron.com,"Fri, 20 Oct 2000 03:06:00 -0700 (PDT)",0,1.0
Re: EOL Screens in new Body Shop,1,23,enron.com,"Wed, 18 Oct 2000 07:44:00 -0700 (PDT)",0,1.0
Re: test,1,4,enron.com,"Wed, 18 Oct 2000 03:00:00 -0700 (PDT)",0,1.0
Re: High Speed Internet Access,1,18,enron.com,"Tue, 17 Oct 2000 02:26:00 -0700 (PDT)",0,1.0
FW: fixed forward or other Collar floor gas price terms,1,200,enron.com,"Mon, 16 Oct 2000 06:44:00 -0700 (PDT)",1,1.0
Re: FW: fixed forward or other Collar floor gas price terms,1,21,enron.com,"Mon, 16 Oct 2000 06:42:00 -0700 (PDT)",1,1.0
,1,25,enron.com,"Fri, 13 Oct 2000 06:45:00 -0700 (PDT)",0,1.0
Lee Odonnel,0,3,enron.com,"Mon, 14 May 2001 17:18:42 -0700 (PDT)",0,1.0
Greg Thorse,0,3,enron.com,"Mon, 14 May 2001 17:18:42 -0700 (PDT)",0,1.0
Fwd: Bishops Corner,1,136,hotmail.com,"Sun, 30 Dec 2001 10:19:42 -0800 (PST)",1,1.0
Your Approval is Overdue: Access Request for matt.smith@enron.com,1,31,mailman.enron.com,"Thu, 27 Dec 2001 17:16:46 -0800 (PST)",0,1.0
NT Earnings Information,1,2825,earnings.com,"Thu, 18 Oct 2001 15:21:22 -0700 (PDT)",0,1.0
50% Hotel Discount Notice #7734228 for PHILLIP,1,147,open2win.oi3.net,"Thu, 18 Oct 2001 14:57:30 -0700 (PDT)",0,0.0
UPDATE - Supported Internet Email Addresses,0,276,enron.com,"Thu, 18 Oct 2001 15:10:12 -0700 (PDT)",0,1.0
Conference Call Today with FERC Staff,32,136,enron.com,"Thu, 18 Oct 2001 14:51:19 -0700 (PDT)",0,1.0
Weekend Outage Report for 10-19-01 through 10-21-01,0,1031,enron.com,"Thu, 18 Oct 2001 14:26:44 -0700 (PDT)",0,1.0
"Comments of the Other Parties on El Paso System Reallocation,
 RP00-336",29,12,enron.com,"Thu, 18 Oct 2001 16:40:42 -0700 (PDT)",0,1.0
Western Price Survey,1,63,newsdata.com,"Fri, 19 Oct 2001 11:07:20 -0700 (PDT)",0,1.0
FW: Security Smart ID Tags-Off Property Usage,1,124,enron.com,"Fri, 19 Oct 2001 06:11:32 -0700 (PDT)",1,1.0
Thank You,5,79,accenture.com,"Fri, 19 Oct 2001 12:12:02 -0700 (PDT)",0,1.0
All-Employee Meeting,0,62,enron.com,"Mon, 22 Oct 2001 04:29:14 -0700 (PDT)",0,1.0
A hard act to follow: the future for energy without Enron,1,273,platts.com,"Thu, 27 Dec 2001 15:49:59 -0800 (PST)",0,1.0
Meet the dark side of Windows XP,1,268,anchordesk.zdlists.com,"Sun, 21 Oct 2001 23:18:33 -0700 (PDT)",0,0.0
"NGI Publications - Monday, October 22nd 2001",1,73,intelligencepress.com,"Sun, 21 Oct 2001 15:00:16 -0700 (PDT)",0,1.0
Apply online for a No Deposit VISA or Master Card today!,1,10,response.etracks.com,"Sun, 21 Oct 2001 15:50:31 -0700 (PDT)",0,0.0
"Reminder: AXP Q3 Earnings Announcement on October 22, 2001",1,238,earnings.com,"Sun, 21 Oct 2001 13:21:01 -0700 (PDT)",0,1.0
"Yahoo! Newsletter, October 2001",1,364,yahoo-inc.com,"Sat, 20 Oct 2001 13:50:48 -0700 (PDT)",0,0.0
CBS SPORTSLINE.COM FANTASY FOOTBALL NEWSLETTER,1,469,ccomad3.uu.commissioner.com,"Fri, 19 Oct 2001 17:36:32 -0700 (PDT)",0,0.0
Your Approval is Overdue: Access Request for matt.smith@enron.com,1,31,mailman.enron.com,"Fri, 19 Oct 2001 17:28:19 -0700 (PDT)",0,1.0
NEWGen October Release,2,20,ftenergy.com,"Fri, 19 Oct 2001 15:33:34 -0700 (PDT)",0,1.0
E-delivery Notification - Confirms,1,150,salomonsmithbarney.com,"Fri, 19 Oct 2001 15:31:33 -0700 (PDT)",0,1.0
Please Read: Resolution Center to Disconnect Toll Free number,0,98,enron.com,"Thu, 27 Dec 2001 15:37:31 -0800 (PST)",0,1.0
Your Weekly Movie Showtimes from Amazon.com,1,593,amazon.com,"Fri, 19 Oct 2001 07:33:54 -0700 (PDT)",0,0.0
EnronOnline- Change to Autohedge,26,82,enron.com,"Fri, 19 Oct 2001 11:10:17 -0700 (PDT)",0,1.0
SUPPLEMENTAL Weekend Outage Report for 10-19-01 through 10-21-01,0,491,enron.com,"Fri, 19 Oct 2001 14:40:56 -0700 (PDT)",0,1.0
ENE Downgraded by A.G. Edwards,1,121,earnings.com,"Fri, 19 Oct 2001 13:53:37 -0700 (PDT)",0,1.0
Forbes Article-Gas Fired Power Plants,3,500,enron.com,"Fri, 19 Oct 2001 13:08:22 -0700 (PDT)",0,0.0
workout,1,19,enron.com,"Fri, 19 Oct 2001 07:11:38 -0700 (PDT)",0,1.0
All-Employee Meeting,0,125,enron.com,"Mon, 22 Oct 2001 04:55:34 -0700 (PDT)",0,1.0
Credit Watch List--Week of 10/22/01,190,44,enron.com,"Mon, 22 Oct 2001 09:36:48 -0700 (PDT)",0,1.0
"RDI Electric Atlas - North American Edition   $500 savings - Ord
              er Today!!!",1,181,ftenergy.com,"Mon, 22 Oct 2001 09:14:38 -0700 (PDT)",0,0.0
"SBC ""The Way"" Weekly Info Request",0,51,openspirit.com,"Mon, 22 Oct 2001 06:13:41 -0700 (PDT)",0,0.0
FUNDIES MEETING EVERY DAY BEGINNING NEXT WEEK,20,53,enron.com,"Thu, 27 Dec 2001 07:37:45 -0800 (PST)",0,1.0
NEWS Deadline,173,18,enron.com,"Mon, 22 Oct 2001 05:50:42 -0700 (PDT)",0,1.0
"We're Going ""Nuts""",1,45,response.etracks.com,"Mon, 22 Oct 2001 13:45:07 -0700 (PDT)",0,0.0
AXP Earnings Information,1,1928,earnings.com,"Mon, 22 Oct 2001 11:29:43 -0700 (PDT)",0,1.0
XP countdown: More of your top questions answered,1,245,anchordesk.zdlists.com,"Mon, 22 Oct 2001 22:49:55 -0700 (PDT)",0,0.0
"PHILLIP, want to lose weight? Look younger?",1,91,open2win.roi1.net,"Mon, 22 Oct 2001 20:58:34 -0700 (PDT)",0,0.0
New Link for All-Employee Meeting,0,29,enron.com,"Mon, 22 Oct 2001 21:00:26 -0700 (PDT)",0,1.0
"To: All Domestic Employees who Participate in the Enron Corp
 Savings Plan",0,87,enron.com,"Mon, 22 Oct 2001 20:28:00 -0700 (PDT)",0,1.0
JDRF Cyber Auction & Update Information,0,249,enron.com,"Mon, 22 Oct 2001 20:16:30 -0700 (PDT)",0,0.0
Your Approval is Overdue: Access Request for matt.smith@enron.com,1,31,mailman.enron.com,"Mon, 22 Oct 2001 17:25:00 -0700 (PDT)",0,1.0
THIS IS A SURVEY - ONE QUESTION,0,65,enron.com,"Mon, 22 Oct 2001 16:40:03 -0700 (PDT)",0,0.0
Work Hours,17,68,enron.com,"Mon, 22 Oct 2001 16:46:23 -0700 (PDT)",0,1.0
"RE: Comments of the Other Parties on El Paso System Reallocation,
 RP00-336",29,118,enron.com,"Mon, 22 Oct 2001 16:36:13 -0700 (PDT)",0,1.0
Trading Track (ENA),24,86,enron.com,"Mon, 22 Oct 2001 16:19:17 -0700 (PDT)",0,1.0
"PHILLIP, We Miss You!",1,16,adm.chtah.com,"Mon, 22 Oct 2001 15:06:43 -0700 (PDT)",0,0.0
FW: Reminder:  Portland Fundamental Analysis Strategy Meeting,17,56,enron.com,"Mon, 22 Oct 2001 14:57:32 -0700 (PDT)",1,1.0
Reminder:  Portland Fundamental Analysis Strategy Meeting,12,23,enron.com,"Mon, 22 Oct 2001 14:55:38 -0700 (PDT)",0,1.0
Weekly New Gen Report,87,57,enron.com,"Mon, 22 Oct 2001 13:54:07 -0700 (PDT)",0,1.0
ENE Downgraded by Prudential Securities,1,129,earnings.com,"Mon, 22 Oct 2001 13:47:55 -0700 (PDT)",0,1.0
Check this out -,1,226,enron.com,"Tue, 23 Oct 2001 07:44:39 -0700 (PDT)",0,0.0
Save Big at Our Clearance Event,1,39,amazon.com,"Wed, 26 Dec 2001 21:25:17 -0800 (PST)",0,0.0
Dresdner Kleinwort Wasserstein Initiates Coverage of GLW,1,290,earnings.com,"Tue, 23 Oct 2001 09:24:52 -0700 (PDT)",0,1.0
"Phillip, claim your Holiday gift today!",1,59,info.iwon.com,"Tue, 23 Oct 2001 09:05:35 -0700 (PDT)",0,0.0
FW: must see,1,116,enron.com,"Tue, 23 Oct 2001 12:21:40 -0700 (PDT)",1,1.0
Revised Utility Construction Escrow Agreement - Lakeline Apts.,4,59,winstead.com,"Mon, 13 Aug 2001 08:47:16 -0700 (PDT)",0,1.0
Utility Construction Escrow Agreement (Allen/AMHP),6,49,winstead.com,"Mon, 6 Aug 2001 12:10:02 -0700 (PDT)",0,1.0
Special Warranty Deed/First Amendment to Contract - Lakeline Apts	.,6,99,winstead.com,"Tue, 14 Aug 2001 07:01:11 -0700 (PDT)",0,1.0
"RE: Special Warranty Deed/First Amendment to Contract - Lakeline
 	Apts	.",1,230,winstead.com,"Tue, 14 Aug 2001 11:43:21 -0700 (PDT)",0,1.0
Reimbursement Agreement,2,40,winstead.com,"Tue, 14 Aug 2001 12:49:10 -0700 (PDT)",0,1.0
Socal Window Meeting,21,767,enron.com,"Mon, 22 Oct 2001 11:39:06 -0700 (PDT)",0,1.0
RE:,1,36,enron.com,"Tue, 23 Oct 2001 13:05:57 -0700 (PDT)",0,1.0
Receiver Notification of PenCam Trio,1,154,networkpromotion.com,"Wed, 26 Dec 2001 19:41:23 -0800 (PST)",0,0.0
"TECH ALERT: Amazon Loss Narrows, Compaq Swings to Loss",1,98,wsj.com,"Tue, 23 Oct 2001 13:57:30 -0700 (PDT)",0,1.0
